"","artist.hotttnesss","bars_start","beats_start","duration","end_of_fade_in","loudness","song.hotttnesss","start_of_fade_out","tatums_start","tempo","terms","time_signature"
"898",0.42356389,0.73292,0.31051,257.2273,0.246,-2.769,0.272602247,242.451,0.09771,140.994,"heavy metal",4
"899",0.404052748,0.37911,0.37911,201.482,0.316,-6.724,0,194.908,0.09366,108.018,"blues-rock",4
"900",0.328073305,0.38726,0.38726,281.88689,0,-8.672,0.260784128,274.721,0.38726,92.881,"melodic hardcore",4
"901",0.389119622,0.94557,0.51367,194.01098,0.439,-14.409,NA,189.08,0.29771,139.685,"rock",4
"902",0.48833899,0.60081,0.22191,118.49098,0,-12.708,0.327736683,108.344,0.22191,173.709,"ska punk",4
"903",0.43568407,0.34572,0.34572,205.7922,2.421,-8.059,NA,192.952,0.03037,129.488,"chamber pop",5
"904",0.397179043,0.48831,0.16548,323.99628,3.68,-17.92,NA,312.372,0.16548,183.935,"jazz funk",4
"905",0.531303319,1.06593,0.59306,250.3571,3.199,-7.356,0.85259138,240.054,0.36138,125.783,"blues-rock",4
"906",0.47070039,0.39416,0.06925,258.92526,0.171,-5.814,0.577469083,248.018,0.06925,186.012,"post-grunge",4
"907",0.423323424,0.65178,0.17053,196.72771,4.807,-4.854,0.239629098,186.717,0.17053,124.534,"dance pop",4
"908",0.374557927,1.7835,0.34384,238.39302,0.311,-5.906,0.256188754,225.367,0.16765,85.973,"chicago soul",4
"909",0.372307464,0.43282,0.11273,231.54893,0.218,-7.299,0.266955186,227.027,0.11273,185.97,"trance",4
"910",0.36324601,1.16358,0.16342,249.20771,0.386,-14.094,NA,240.774,0.16342,121.001,"meditation",3
"911",0.429097812,0.44938,0.44938,255.00689,0,-5.563,0.656941717,250.067,0.1819,149.948,"heavy metal",4
"912",0.303618163,0.39909,0.39909,195.5522,0.147,-6.675,NA,190.346,0.24335,196.137,"male vocalist",4
"913",0.440867557,0.64128,0.24051,233.7171,4.708,-7.382,0.239629098,222.859,0.04062,149.317,"blues",4
"914",0.416503946,2.57186,1.17786,159.34649,0.374,-16.163,0.413752422,154.749,0.11075,42.654,"chanson",4
"915",0.340632715,0.28403,0.28403,235.17995,0,-7.145,NA,223.794,0.09592,159.798,"dancehall",4
"916",0.538491128,0.03306,0.03306,335.90812,0.101,-15.889,NA,322.961,0.03306,145.222,"reggae",4
"917",0.788137758,0.56649,0.17909,407.45751,0,-7.123,NA,399.766,0.17909,153.055,"rock",4
"918",0.348215008,1.00762,0.38017,164.15302,0,-8.493,NA,159.556,0.06645,95.991,"tech house",4
"919",0.374557927,1.39494,0.35345,287.08526,0.328,-6.36,0.307824308,278.094,0.18103,115.938,"chicago soul",5
"920",0,0.08965,0.08965,552.35873,0.177,-7.15,NA,545.158,0.08965,122.799,"soukous",4
"921",0.292379424,0.36346,0.36346,226.40281,0.069,-5.56,NA,215.568,0.11718,79.677,"grime",4
"922",0.368054039,0.55678,0.55678,221.962,1.483,-28.946,0.460484845,216.178,0.27969,104.469,"country blues",3
"923",0.533842727,1.05196,0.34726,180.71465,0,-4.834,0.726267401,166.342,0.34726,86.01,"southern rock",4
"924",0.405080353,0.0506,0.0506,182.67383,0.119,-18.118,0,171.77,0.0506,185.246,"western swing",5
"925",0.560380805,1.71811,1.71811,239.38567,3.477,-15.668,NA,223.457,1.08989,39.451,"soundtrack",1
"926",0.297258384,0.61556,0.06055,195.39546,1.085,-12.548,0,185.823,0.06055,108.751,"disco",4
"927",0.352364098,1.05485,0.45627,344.2673,5.19,-15.305,0.239629098,327.57,0.15436,99.968,"chill-out",4
"928",0.351561407,0.13931,0.13931,92.70812,0.369,-14.919,0.235614876,82.158,0.13931,111.727,"latin jazz",1
"929",0.516963731,0.07633,0.07633,238.99383,0,-8.874,NA,238.994,0.07633,120.492,"california",3
"930",0.256803369,3.28597,0.12602,276.74077,0.345,-13.659,NA,262.885,0.12602,114.915,"cantonese pop",7
"931",0.804219797,0.55156,0.08632,222.37995,0.27,-5.16,NA,214.924,0.08632,128.217,"dance pop",4
"932",0.413393911,0.48019,0.17802,260.362,0.153,-4.394,NA,249.945,0.17802,200.079,"gangster rap",4
"933",0.36091623,0.1416,0.1416,180.6624,0,-19.492,NA,180.662,0.1416,100.868,"vaudeville",4
"934",0.358500923,0.35549,0.35549,225.33179,0,-4.166,NA,212.387,0.35549,178.574,"pop rap",1
"935",0.493711077,0.68362,0.68362,140.7473,0.156,-19.602,NA,134.206,0.07164,64.141,"country",1
"936",0,0.9272,0.38623,230.37342,0.064,-3.062,0.270775999,225.373,0.10622,95.386,"hip hop",3
"937",0.518784102,0.27181,0.27181,260.33587,0,-5.869,0.667410874,248.413,0.27181,100.694,"hip hop",4
"938",0.477889304,0.23767,0.23767,238.47138,0,-3.947,0.400039657,227.097,0.07438,183.58,"hip hop",1
"939",0.385209427,0.65651,0.17886,389.19791,0.154,-8.273,0.265861049,380.918,0.17886,125.992,"progressive house",4
"940",0.458595403,0.08067,0.08067,245.65506,0,-3.741,NA,235.102,0.08067,93.978,"gangster rap",4
"941",0,4.2824,3.90699,286.85016,18.442,-17.661,NA,261.027,3.90699,150.032,"chanson",4
"942",0.272729378,0.51128,0.51128,249.02485,0.461,-4.771,0,239.984,0.25911,127.267,"alternative rock",1
"943",0,0.67921,0.67921,205.97506,0.305,-3.766,NA,198.769,0.4295,120.117,"german pop",4
"944",0.623835201,0.2657,0.2657,195.52608,0.205,-8.775,NA,184.918,0.05766,146.484,"jangle pop",1
"945",0.315628274,0.47518,0.12264,234.52689,0.374,-21.854,0.192264382,224.589,0.12264,171.123,"cumbia",4
"946",0.465542672,0.43973,0.03861,286.56281,0,-5.575,NA,286.563,0.03861,240.761,"heavy metal",4
"947",0.393660868,1.36767,0.66863,443.03628,0.132,-6.519,0,430.573,0.2072,86.561,"tech house",5
"948",0.414609585,1.11887,0.37151,208.87465,0.142,-10.484,0,201.81,0.1832,162.736,"roots reggae",4
"949",0.30991934,0.06326,0.06326,163.29098,0.332,-9.627,0,159.19,0.06326,146.654,"ranchera",1
"950",0.404566538,0.66238,0.25126,220.39465,0.2,-11.696,NA,210.152,0.04467,146.708,"hard rock",4
"951",0.309813144,0.5976,0.5976,304.84853,0,-5.508,0.334706549,296.025,0.29971,90.306,"hard bop",4
"952",0.386292984,1.30492,0.36538,245.62893,0.74,-10.551,NA,233.883,0.36538,133.318,"ccm",4
"953",0.503362448,0.55166,0.55166,308.94975,2.345,-14.178,0.474054831,289.21,0.55166,139.402,"new wave",3
"954",0.355974359,0.96974,0.28679,190.64118,0.223,-9.302,0.427446572,185.202,0.28679,98.018,"chicago blues",3
"955",0.464152439,1.40509,0.32327,201.89995,0,-16.398,NA,201.9,0.07762,124.748,"opera",4
"956",0.908202619,0.4006,0.4006,283.8722,0,-4.465,NA,283.872,0.4006,128.092,"dance pop",4
"957",0.359775662,1.45892,0.62173,223.39873,2.456,-5.384,NA,214.111,0.62173,143.951,"video game music",4
"958",0.458293186,1.80466,0.4644,210.88608,2.194,-5.152,0.460541281,207.424,0.13377,89.019,"heavy metal",4
"959",0.193287062,0.20839,0.20839,140.38159,0.148,-9.811,NA,132.151,0.20839,136.463,"turnablism",4
"960",0.177811011,0.19952,0.19952,184.29342,0.401,-9.894,NA,181.435,0.19952,121.238,"eurodance",1
"961",0.344198188,0.92901,0.35003,263.20934,0,-7.68,0,248.349,0.06548,104.856,"ccm",4
"962",0.319182535,0.81693,0.0297,201.92608,0,-9.917,0.215080319,194.223,0.0297,150.024,"lovers rock",4
"963",0.396490352,0.70777,0.24894,303.85587,3.291,-5.306,NA,299.758,0.24894,129.888,"europop",4
"964",0.71366982,1.90268,1.90268,237.13914,3.257,-8.591,0.719747141,229.767,1.90268,156.65,"heavy metal",1
"965",0.572027854,0.76146,0.04323,277.002,0,-4.678,0.345802234,266.565,0.04323,167.878,"gangster rap",4
"966",0.366592713,0.22251,0.22251,198.81751,0.154,-9.296,0.473346541,187.484,0.22251,133.912,"post-grunge",1
"967",0.119887622,1.3265,0.29801,203.02322,0.193,-18.354,0.212045406,197.584,0.29801,123.765,"pop rock",3
"968",0.663686476,1.46147,1.46147,224.20853,0.822,-9.528,0.443291312,198.983,1.08383,77.977,"soft rock",3
"969",0.313667192,2.26142,1.85262,167.00036,2.154,-20.826,NA,159.277,1.85262,151.049,"western swing",4
"970",0.295470991,0.94248,0.21164,219.29751,0.187,-5.695,0,209.583,0.21164,164.815,"brazil",4
"971",0.536219993,2.52082,2.52082,312.13669,2.368,-7.207,0.615699367,284.311,2.27713,122.243,"post-grunge",4
"972",0.78033412,0.65731,0.11876,472.45016,3.32,-3.258,NA,461.926,0.11876,111.504,"speed metal",4
"973",0.542054632,0.31717,0.31717,163.29098,0,-5.084,0.463489662,159.655,0.08247,126.464,"ska punk",1
"974",0.324672497,1.26827,0.32214,265.7171,1.064,-10.284,0,254.491,0.16381,193.84,"jazz fusion",7
"975",0.4181931,1.44662,0.50188,458.9971,0,-14.04,NA,442.816,0.18358,129.626,"folk metal",4
"976",0.352868134,0.20387,0.20387,145.55383,0,-9.727,0.531722098,145.554,0.20387,159.552,"pop rock",4
"977",0.457981674,0.69897,0.34463,274.15465,0.107,-6.016,0.48456253,264.22,0.16746,168.013,"dancehall",4
"978",0.439836359,0.78068,0.28356,208.56118,6.478,-7.877,0.304169503,208.561,0.035,121.91,"cumbia",4
"979",0.394217199,1.93007,1.00633,108.40771,3.268,-6.695,0.637783286,102.806,0.77825,131.078,"trip hop",4
"980",0,0.72037,0.31938,239.01995,0.073,-8.25,NA,224.241,0.11889,149.259,"chanson",4
"981",0.379761784,0.71777,0.12765,312.65914,0.183,-20.302,0.532453875,300.472,0.12765,103.077,"vocal jazz",3
"982",0.486825414,0.21618,0.21618,144.03873,0.206,-3.942,0.616433818,133.863,0.21618,152.041,"blues-rock",4
"983",0.487202995,0.37299,0.37299,198.5824,0.328,-6.129,0.457447167,191.803,0.37299,143.986,"urban",4
"984",0.383700579,0.396,0.12721,176.56118,0.107,-5.864,0.253834736,167.172,0.12721,223.34,"bluegrass",4
"985",0.378106965,1.57165,0.62287,210.05016,0.554,-6.107,NA,194.833,0.62287,127.803,"cumbia",4
"986",0.376514231,1.7104,0.79485,191.63383,0,-14.286,0,185.69,0.33785,65.852,"instrumental pop",4
"987",0.32188269,0.26498,0.26498,177.6322,0.328,-12.026,0.247317099,168.629,0.26498,85.7,"latin jazz",3
"988",0.294607893,0.99224,0.0608,451.44771,0.235,-3.871,0.349166902,440.668,0.0608,130.126,"congo",5
"989",0.549749652,1.32387,1.32387,204.40771,2.148,-2.192,0.71839133,192.789,1.32387,194.532,"pop punk",3
"990",0.396800219,1.24797,0.60813,153.73016,0,-2.679,0.379523324,140.73,0.12825,95.11,"post-grunge",4
"991",0.412240601,1.85403,0.60531,243.53914,0.259,-9.725,0.408110884,235.915,0.29035,93.174,"gangster rap",4
"992",0.431159805,1.53474,0.84811,388.0224,2.125,-2.928,0.299877488,383.942,0.38465,88.4,"future jazz",5
"993",0.568491815,0.24423,0.24423,229.51138,0.137,-3.918,NA,223.556,0.05911,168.21,"celtic punk",4
"994",0.328997859,1.12003,0.1153,286.51057,0.432,-8.096,0.266955186,281.054,0.1153,119.644,"harmonica blues",4
"995",0.35070666,0.14328,0.14328,248.81587,0.102,-3.961,NA,248.816,0.14328,150.163,"technical death metal",4
"996",0.526182556,0.18275,0.18275,125.90975,0.302,-9.96,0.578658188,120.796,0.18275,186.159,"hardcore punk",4
"997",0.395247623,0.91662,0.46692,256.28689,0.177,-10.872,0,243.937,0.23925,132.109,"brill building pop",4
"998",0.319626776,0.69506,0.25841,181.15873,0.12,-13.991,0.270775999,173.912,0.25841,139.23,"ccm",4
"999",0.386312131,2.0621,0.74417,239.0722,0.459,-8.246,NA,224.253,0.24531,90.915,"dance pop",4
"1000",0.261822386,26.15555,0.09292,183.37914,0,-10.621,NA,176.588,0.09292,38.644,"chanson",4
"1001",0.459189195,0.9906,0.53882,128.80934,0,-7.286,0.239629098,126.595,0.30847,125.618,"dancehall",4
"1002",0.373011673,1.17018,0.51938,217.02485,0,-13.578,0.212045406,217.025,0.29606,89.168,"chanson",4
"1003",0.471493227,0.19108,0.19108,204.5122,0,-5.286,0.540786009,202.176,0.19108,220.104,"reggae",3
"1004",0.304184256,1.0889,0.18449,217.33832,0.363,-8.301,NA,208.277,0.18449,131.991,"modern laika",4
"1005",0.384202939,0.09522,0.09522,206.57587,0,-14.44,0,191.199,0.09522,122.041,"",3
"1006",0.334002498,1.896,1.43353,327.49669,2.473,-10.42,NA,305.331,1.19982,122.421,"ccm",4
"1007",0.285942679,0.70716,0.28415,222.24934,0.241,-7.768,0,206.594,0.06941,140.264,"german pop",4
"1008",0.48818139,0.22427,0.22427,278.22975,0,-10.486,0.304169503,265.282,0.22427,161.405,"ccm",4
"1009",0.406508249,5.23939,5.23939,270.78485,8.789,-9.057,0.270775999,270.785,5.23939,128.298,"chamber jazz",1
"1010",0.201307558,0.69897,0.05235,318.79791,0,-7.998,0.199682753,303.642,0.05235,186.121,"soukous",5
"1011",0.576903816,0.99277,0.47844,265.63873,0,-10.557,0.706430072,260.139,0.09237,116.282,"rap rock",4
"1012",0,1.14255,0.2993,213.10649,0,-6.025,NA,207.424,0.2993,142.911,"broken beat",4
"1013",0.335677609,0.91943,0.22534,155.6371,0.357,-6.618,0,148.706,0.05182,173.357,"power pop",4
"1014",0.486783025,0.67113,0.22922,208.32608,0.198,-6.067,0.603030145,197.671,0.22922,136.932,"blues-rock",4
"1015",0.515325301,0.64292,0.64292,208.92689,0,-6.61,0.505487343,203.697,0.33152,115.139,"hip hop",5
"1016",0.413070411,0.35412,0.35412,295.23546,0,-6.163,NA,274.187,0.1137,124.078,"doom metal",3
"1017",0.43870167,2.73192,1.99468,242.59873,0,-6.83,0,229.611,1.99468,161.976,"gangster rap",4
"1018",0.383229026,1.25063,0.41327,215.01342,0.165,-15.076,NA,202.391,0.20687,140.048,"roots reggae",4
"1019",0.374530029,0.65035,0.25905,281.93914,0,-6.199,0.460484845,279.133,0.25905,151.493,"zydeco",4
"1020",0.51346329,1.07313,0.46545,228.98893,0,-3.257,NA,228.989,0.20009,88.127,"hard rock",4
"1021",0,1.46022,0.76161,200.48934,0,-10.62,NA,196.627,0.76161,172.02,"jungle music",4
"1022",0.479187492,0.16726,0.16726,228.98893,0.212,-9.978,0.270775999,212.172,0.16726,97.342,"blues-rock",4
"1023",0.360445766,0.18049,0.18049,373.26322,0.978,-13.192,NA,364.008,0.18049,145.055,"roots reggae",1
"1024",0.328413738,3.12235,0.37836,252.78649,0,-5.896,0.334706549,245.923,0.37836,91.008,"chanson",5
"1025",0,1.12967,0.52117,309.96853,0.137,-5.129,NA,307.351,0.10422,93.961,"charanga",3
"1026",0.467071006,0.63445,0.23466,195.29098,0,-7.163,0.718485475,191.872,0.23466,150.155,"indie rock",4
"1027",0.550762085,0.61008,0.21265,253.67465,0.158,-7.442,0.49271364,241.795,0.21265,150.83,"grunge",3
"1028",0.390361787,1.11472,0.4554,247.01342,0.229,-11.31,NA,243.827,0.4554,97.916,"doom metal",7
"1029",0,0.06513,0.06513,238.10567,0.148,-6.206,NA,229.042,0.06513,140.951,"grindcore",3
"1030",0.323634923,0.92224,0.41139,170.37016,1.054,-9.905,NA,170.37,0.15596,121.596,"samba",4
"1031",0.466946703,1.82334,0.47561,277.99465,15.488,-8.878,0.603024582,245.133,0.18337,80.023,"chamber pop",4
"1032",0.29127103,0.81656,0.81656,137.32526,0.439,-10.997,0.255832713,132.586,0.29633,77.754,"early music",3
"1033",0.299705214,1.97418,1.59455,229.14567,1.564,-13.633,NA,218.912,1.59455,160.04,"roots reggae",4
"1034",0.392994623,10.23759,0.43557,92.86485,0,-23.519,0.323112121,92.865,0.22553,79.35,"instrumental rock",7
"1035",0.387181942,0.58591,0.58591,24.47628,0,-13.816,0,24.476,0.04635,77.692,"hard trance",1
"1036",0.312044456,5.35139,4.79978,391.70567,8.237,-20.082,NA,379.786,4.79978,106.504,"opera",4
"1037",0.793412623,0.58415,0.58415,263.00036,0,-13.163,0.610764004,254.984,0.07692,62.894,"alternative rock",1
"1038",0.34776698,0.06506,0.06506,167.28771,0.339,-8.826,NA,162.946,0.06506,186.582,"hard trance",1
"1039",0,0.05021,0.05021,184.52853,0.671,-18.935,NA,178.318,0.05021,133.953,"hard house",1
"1040",0.298372721,0.63499,0.29709,423.26159,0.259,-10.494,NA,409.757,0.12771,182.774,"jazz",4
"1041",0.324624482,0.07397,0.07397,41.56036,0.167,-17.437,NA,36.682,0.07397,155.526,"future jazz",5
"1042",0.386289651,0.50791,0.50791,211.06893,0.242,-11.706,0,198.026,0.27609,121.284,"roots reggae",1
"1043",0.507962145,0.1604,0.1604,234.84036,0.185,-13.762,0,223.115,0.1604,95.021,"dancehall",4
"1044",0.476389109,0.82195,0.06378,217.5473,0.213,-7.996,0.536032112,211.145,0.06378,158.517,"grunge",4
"1045",0.333858125,0.64122,0.24848,252.62975,0,-10.239,0,227.091,0.24848,153.642,"ccm",4
"1046",0.409818412,1.14186,0.5604,406.38649,2.705,-1.723,0.313562114,406.386,0.2791,103.807,"ccm",4
"1047",0.431448035,1.14395,0.5467,239.67302,0.345,-3.593,0.392008772,233.146,0.09882,99.995,"ballad",4
"1048",0.421415103,0.76574,0.37188,294.68689,0,-5.4,0.552807662,277.734,0.37188,151.805,"rap rock",4
"1049",0.377828215,0.61935,0.2307,136.98567,0,-5.654,0.618904418,130.525,0.03638,154.211,"post-grunge",3
"1050",0.416935872,1.71413,0.13567,286.77179,0,-5.716,NA,286.772,0.13567,76.166,"turnablism",5
"1051",0.049034381,7.47318,0.52289,250.30485,0,-29.521,NA,244.773,0.26107,49.171,"irish",4
"1052",0.429149837,0.5334,0.19305,158.45832,0.282,-11.567,0.529214472,154.662,0.19305,180.8,"german pop",4
"1053",0.240098406,0.14625,0.14625,193.20118,0,-5.111,NA,186.172,0.14625,68.936,"happy hardcore",1
"1054",0.33137317,1.36304,0.23536,201.92608,0.195,-4.736,0.217726202,196.917,0.23536,107.011,"bhangra",4
"1055",1.082502557,0.39243,0.39243,271.25506,0.363,-5.227,NA,259.692,0.21196,166.037,"hip hop",4
"1056",0.262371626,1.108,0.2228,216.29342,0.107,-5.419,NA,207.174,0.2228,133.607,"power pop",4
"1057",0.30283976,0.40537,0.40537,242.28526,0.189,-12.384,0,224.299,0.06373,88.343,"cumbia",4
"1058",0.386289651,0.85114,0.04387,258.01098,0,-10.475,NA,247.966,0.04387,156.972,"roots reggae",4
"1059",0.397493835,1.39147,0.41197,243.90485,0.38,-9.433,0.649989756,227.927,0.0852,122.623,"smooth jazz",3
"1060",0.601187378,1.04209,0.33444,250.74893,0.299,-2.844,0.579416472,241.075,0.33444,85.366,"gangster rap",4
"1061",0.459665457,1.65622,0.45134,263.65342,0.351,-6.677,0.250042768,256.244,0.15277,100.081,"gospel",4
"1062",0.509878708,0.92903,0.45817,303.98649,0,-8.311,0.531983193,297.964,0.22274,127.707,"post-grunge",4
"1063",0.414609585,0.76828,0.35124,224.54812,0.328,-8.815,0.233806829,215.179,0.14478,146.02,"roots reggae",4
"1064",0.299878259,1.30915,0.68061,191.73832,0,-11.71,0.628125058,183.014,0.20861,94.958,"dancehall",4
"1065",0.33854245,2.91921,0.35191,277.57669,0,-8.4,NA,258.914,0.13821,98.436,"jazz funk",5
"1066",0.411650961,6.60652,5.94783,1519.28118,7.506,-23.684,0,1506.412,5.94783,88.329,"roots reggae",3
"1067",0.395793546,0.35682,0.35682,256.31302,0,-8.788,0.768534891,247.769,0.20999,205.972,"techno",4
"1068",0.448669074,0.28904,0.28904,184.65914,1.315,-11.537,0.212045406,170.237,0.28904,119.963,"rockabilly",1
"1069",0.496224349,1.19811,0.3944,232.64608,0.098,-19.991,NA,224.804,0.13323,74.665,"western swing",3
"1070",0.618219159,0.6397,0.14855,180.81914,0,-5.098,0.592641203,171.479,0.14855,121.805,"hardcore punk",4
"1071",0,0.48782,0.48782,827.66322,2.194,-24.986,NA,793.072,0.17589,59.478,"symphony",5
"1072",0.32576718,0.78595,0.27008,159.81669,1.21,-13.613,0.265861049,153.658,0.27008,117.298,"soul jazz",4
"1073",0.446732968,0.04688,0.04688,250.69669,0,-12.806,NA,250.697,0.04688,109.154,"country rock",1
"1074",0.554564302,0.26527,0.26527,257.01832,0.206,-1.977,0.407233015,243.601,0.08539,170.412,"ska punk",1
"1075",0.500119335,3.10148,3.10148,224.62649,3.355,-5.627,0.662826893,207.128,3.10148,103.433,"gangster rap",4
"1076",0.43280431,0.28549,0.28549,157.33506,3.001,-4.398,0,151.499,0.08849,155.735,"german pop",1
"1077",0.437735968,0.35094,0.35094,194.61179,0.386,-7.683,0.215080319,184.662,0.35094,110.178,"chanson",4
"1078",0.343389815,1.18803,0.62687,185.67791,2.177,-23.771,0,173.383,0.34349,106.117,"chamber jazz",4
"1079",0.479045991,0.04638,0.04638,160.57424,0.125,-16.399,0.304169503,155.394,0.04638,83.053,"country rock",3
"1080",0.491178954,1.47382,0.21254,244.32281,0,-15.55,0.609188864,239.444,0.21254,95.301,"jazz rap",4
"1081",0.276394576,0.62487,0.23542,216.47628,0,-7.622,0,212.939,0.23542,154.356,"lovers rock",4
"1082",0.333196089,1.39691,0.4266,214.7522,1.077,-5.8,0.22424324,206.768,0.17457,124.22,"alternative rock",4
"1083",0.517170481,0.89759,0.48815,217.10322,0,-5.75,0.553166754,202.96,0.21474,146.683,"stoner metal",4
"1084",0.386289651,1.65422,0.91215,193.93261,0.742,-13.688,NA,186.096,0.73901,163.848,"roots reggae",4
"1085",0.661382924,0.79808,0.25118,281.65179,0,-6.89,0.54485592,273.386,0.25118,105.826,"grunge",4
"1086",0.366832713,2.74732,0.4343,216.78975,0,-11.212,0.355285536,211.052,0.17789,116.432,"hard trance",4
"1087",0.381467815,0.7656,0.29277,383.58159,0.271,-5.378,0.256866156,376.163,0.05753,128.022,"tech house",4
"1088",0.543225521,0.94943,0.37413,198.76526,0.119,-11.611,NA,191.042,0.18237,104.799,"country gospel",4
"1089",0.322468155,0.26602,0.26602,256.15628,0,-5.962,NA,250.874,0.11888,102.399,"latin pop",4
"1090",0.387008322,0.2264,0.2264,78.05342,0.862,-10.99,0.473346541,68.598,0.05795,177.093,"alternative rock",1
"1091",0.349139602,0.46334,0.46334,305.71057,0,-13.11,NA,272.596,0.1884,105.288,"experimental rock",1
"1092",0.347511765,1.74333,0.5524,320.1824,0.229,-21.361,NA,308.645,0.26,102.533,"blues-rock",3
"1093",0.299088306,0.05647,0.05647,207.90812,0.165,-4.613,0,204.405,0.05647,111.95,"zouk",4
"1094",0.536400011,0.77275,0.03558,256.20853,3.1,-8.311,0.755899158,247.025,0.03558,163.204,"blues-rock",4
"1095",0.534429714,0.43748,0.43748,254.09261,0.073,-5.871,0.221756119,233.006,0.11755,93.988,"rap",4
"1096",0.543958211,0.18391,0.18391,215.74485,0.154,-6.81,0.642859589,208.132,0.18391,151.936,"singer-songwriter",4
"1097",0.323956948,1.76286,1.07665,245.99465,5.439,-15.732,0.237211368,233.779,0.83711,83.905,"salsa",5
"1098",0.421595992,0.21904,0.21904,192.46975,0.142,-10.002,NA,179.287,0.21904,122.022,"alternative country",4
"1099",0.524449471,0.23845,0.23845,351.32036,2.914,-7.168,NA,344.752,0.23845,128.976,"dance rock",4
"1100",0.392141936,0.05551,0.05551,242.83383,0.264,-9.823,NA,232.571,0.05551,118.268,"chill-out",1
"1101",0.37352717,2.11644,0.4092,113.73669,0.513,-13.074,0,107.41,0.19953,141.652,"smooth jazz",7
"1102",0.497690507,1.76124,0.38633,171.25832,0.242,-6.652,0,160.908,0.38633,88.947,"country rock",3
"1103",0.441106359,1.77226,0.48272,240.69179,0.136,-5.762,NA,233.326,0.05471,103.206,"delta blues",4
"1104",0.421973968,1.56006,0.6096,508.02893,2.572,-6.992,0,501.365,0.6096,126.984,"disco",4
"1105",0.343281882,0.16265,0.16265,196.62322,0.13,-14.301,NA,180.86,0.16265,96.027,"country rock",3
"1106",0.291498632,1.02439,0.56212,290.08934,0.272,-9.344,0,281.391,0.33098,130.091,"orchestra",3
"1107",0.528302262,0.99515,0.53864,259.76118,0,-10.175,0.649675062,253.806,0.31094,137.342,"twee pop",4
"1108",0.377432972,1.17137,0.12874,281.15546,0.183,-4.231,NA,277.525,0.12874,116.517,"zydeco",4
"1109",0.542289933,0.42478,0.42478,192.88771,0.154,-10.241,NA,192.888,0.42478,132.115,"blues-rock",1
"1110",0.370027459,0.48668,0.48668,493.7922,0,-9.535,0,490.371,0.48668,134.21,"progressive trance",4
"1111",0.815681531,0.59962,0.59962,242.15465,0.09,-3.38,0.419125893,229.622,0.12726,95.464,"gangster rap",4
"1112",0.40411691,0.5099,0.08053,495.38567,0.479,-5.085,0.277449368,486.859,0.08053,140.013,"eurodance",4
"1113",0.466784212,0.39483,0.11329,193.64526,0.38,-6.874,0.334706549,180.048,0.11329,211.986,"reggae",4
"1114",0.412528052,0.94012,0.17245,208.14322,0,-9.073,0.394394856,198.966,0.17245,78.134,"indie rock",4
"1115",0.29127103,0.25587,0.25587,499.51302,0.477,-15.872,0.212045406,486.11,0.25587,92.924,"early music",4
"1116",0.45608052,1.32396,0.44124,135.47057,3.286,-15.754,NA,127.785,0.44124,73.183,"brill building pop",5
"1117",0.320460182,0.95609,0.95609,148.37506,0,-12.149,NA,148.375,0.32163,62.018,"stand-up comedy",1
"1118",0,0.35528,0.35528,154.3571,0.508,-8.251,NA,148.492,0.12747,129.393,"freakbeat",1
"1119",0.349366361,0.79935,0.29148,309.41995,0,-7.183,0.265861049,306.068,0.29148,118.372,"blues-rock",4
"1120",0.408955833,2.96204,0.3537,164.07465,0.168,-21.511,0,164.075,0.3537,92.326,"irish folk",4
"1121",0.310600344,1.0954,0.51309,173.7922,0.458,-15.661,0,161.135,0.51309,105.129,"comedy",4
"1122",0.300518711,0.92574,0.40754,150.17751,0.552,-13.345,NA,143.052,0.14845,117.311,"smooth jazz",3
"1123",0.216828886,0.32128,0.32128,55.50975,0,-23.347,NA,52.82,0.32128,111.542,"zydeco",1
"1124",0.42272137,0.26717,0.26717,26.01751,0,-13.276,0,26.018,0.26717,109.135,"hip hop",1
"1125",0.536219993,1.75633,0.48797,191.9473,0.189,-7.711,0.664286934,191.947,0.17137,97.643,"post-grunge",4
"1126",0.750311503,0.44728,0.44728,343.27465,4.046,-7.165,NA,317.922,0.21,125.088,"dance rock",4
"1127",0.508558253,0.19992,0.19992,265.97832,0.345,-5.425,0.215080319,250.392,0.19992,150.116,"glam rock",4
"1128",0.529195922,0.8392,0.33722,207.98649,0.142,-7.46,0.413739836,192.784,0.08686,119.066,"urban folk",4
"1129",0.405178359,0.75083,0.08702,270.96771,0,-5.807,NA,267.07,0.08702,93.532,"blues-rock",4
"1130",0.42886311,0.52962,0.0961,250.14812,2.908,-6.942,0.58222428,240.234,0.0961,137.846,"gothic rock",4
"1131",0.271664879,1.06834,0.42623,200.56771,0,-5.041,0,200.568,0.26507,199.747,"visual kei",4
"1132",0.323017197,1.18144,0.47588,186.8273,0.415,-11.837,NA,182.938,0.47588,88.355,"roots reggae",3
"1133",0.350628947,0.70622,0.02411,206.28853,0,-16.408,NA,203.482,0.02411,87.716,"dirty south rap",4
"1134",0,1.20845,0.5311,293.72036,0,-6.481,NA,288.073,0.19116,87.99,"dubstep",4
"1135",0.804219797,0.85842,0.42327,242.02404,0.351,-5.243,NA,236.095,0.20569,137.935,"dance pop",4
"1136",0.466826993,3.11278,2.56415,343.562,3.158,-11.947,0.270775999,332.806,2.27487,104.521,"rock",4
"1137",0.294114828,0.92044,0.46096,181.08036,0.415,-9.839,NA,172.478,0.23236,131.784,"hip pop",4
